Opportunity_ID,Created_Date,Region,Segment,Opportunity_Type,Deal_Stage,Salesperson,Closed_Lost_Reason,Sales_Cycle_Days,Closed_Date,Deal_Size (£),Closed_Month
579,2024-06-25 18:31:46.723069588,EMEA,Commercial,Expansion,Closed Lost,EMEA3,No Decision,54,2024-10-07 18:31:46.723069588,63212.62509332424,2024-10
580,2024-06-10 18:51:50.455597590,North America,Enterprise,New Customer,Proposal,NA1,,50,2024-08-18 18:51:50.455597590,136400.77753811918,2024-08
581,2024-12-08 07:01:26.847911440,EMEA,SMB,Expansion,Negotiation,EMEA4,,24,2024-12-31 00:00:00.000000000,14088.65027207478,2024-12
582,2024-12-10 21:53:56.047995184,APAC,Strategic,Renewal,Closed Lost,APAC2,Poor Customer Support,88,2024-12-31 00:00:00.000000000,295339.58675707475,2024-12
583,2024-10-02 12:31:11.011944620,EMEA,Enterprise,New Customer,Closed Won,EMEA3,,49,2024-01-12 00:00:00.000000000,188050.4652649788,2024-12
584,2024-02-08 21:37:23.914766075,North America,Commercial,New Customer,Qualified,NA4,,33,2024-04-22 21:37:23.914766075,54273.25540350962,2024-04
585,2024-01-06 04:52:07.183206015,EMEA,Enterprise,New Customer,Proposal,EMEA9,,68,2024-06-12 04:52:07.183206015,158141.8813199404,2024-06
586,2024-03-08 21:47:15.460426853,North America,Enterprise,Expansion,Closed Lost,NA3,Competitor,50,2024-09-03 21:47:15.460426853,180264.16143278897,2024-09
587,2024-05-04 08:26:32.481081054,North America,SMB,Renewal,Closed Lost,NA6,Product Fit,24,2024-09-05 08:26:32.481081054,8820.352330705946,2024-09
588,2024-10-18 07:01:49.239050600,North America,Enterprise,Renewal,Discovery,NA6,,75,2024-12-31 00:00:00.000000000,173269.48352591845,2024-12
589,2024-03-27 06:59:11.399399058,North America,Commercial,New Customer,Negotiation,NA7,,47,2024-05-23 06:59:11.399399058,70430.00053253661,2024-05
590,2024-03-09 14:21:46.987098253,North America,Enterprise,New Customer,Qualified,NA9,,77,2024-06-07 14:21:46.987098253,201065.11079061145,2024-06
591,2024-05-12 12:20:37.967544654,North America,Strategic,Renewal,Proposal,NA7,,91,2024-07-07 12:20:37.967544654,313434.2271569053,2024-07
592,2024-05-16 10:55:41.231587744,EMEA,Strategic,Renewal,Closed Lost,EMEA1,No Decision,95,2024-06-05 10:55:41.231587744,317083.6924873152,2024-06
593,2024-05-27 11:10:48.378753414,North America,Enterprise,Renewal,Closed Lost,NA8,No Decision,57,2024-09-15 11:10:48.378753414,137702.4384326719,2024-09
594,2024-11-29 11:28:44.827246696,North America,Enterprise,Renewal,Closed Lost,NA5,Competitor Switch,51,2024-12-10 11:28:44.827246696,156232.17095298422,2024-12
595,2024-07-27 22:29:21.714160284,APAC,SMB,Renewal,Closed Won,APAC1,,25,2024-08-29 22:29:21.714160284,8599.723732726201,2024-08
596,2024-01-17 01:10:01.912142449,EMEA,Strategic,New Customer,Qualified,EMEA10,,85,2024-06-03 01:10:01.912142449,336001.8398808795,2024-06
597,2024-06-18 12:15:27.725339754,EMEA,Commercial,New Customer,Negotiation,EMEA5,,48,2024-07-29 12:15:27.725339754,71228.88959639205,2024-07
598,2024-03-10 18:27:34.057718706,North America,Enterprise,Renewal,Discovery,NA5,,54,2024-04-09 18:27:34.057718706,163644.39570459328,2024-04
599,2024-05-20 12:41:41.723884288,North America,Commercial,Renewal,Closed Lost,NA2,Poor Customer Support,44,2024-10-22 12:41:41.723884288,45890.23801740558,2024-10
600,2024-02-11 22:10:46.472811372,North America,SMB,Renewal,Negotiation,NA3,,24,2024-05-22 22:10:46.472811372,13270.479433949184,2024-05
601,2024-07-29 10:23:26.188922632,North America,Enterprise,Renewal,Closed Lost,NA10,,70,2024-09-06 10:23:26.188922632,153300.85733787692,2024-09
602,2024-12-21 17:25:57.906528556,North America,SMB,New Customer,Qualified,NA9,,24,2024-12-31 00:00:00.000000000,14179.84717211649,2024-12
603,2024-08-09 20:22:48.385344232,North America,Enterprise,Expansion,Qualified,NA7,,71,2024-12-31 00:00:00.000000000,223385.7570675889,2024-12
604,2024-08-29 00:14:20.882230916,North America,Commercial,Renewal,Discovery,NA1,,40,2024-12-29 00:14:20.882230916,48207.55920398104,2024-12
605,2024-08-22 00:34:19.457106868,North America,SMB,New Customer,Negotiation,NA3,,25,2024-12-31 00:00:00.000000000,10645.810992774132,2024-12
606,2024-03-07 23:41:37.268706100,EMEA,Enterprise,New Customer,Qualified,EMEA2,,53,2024-06-29 23:41:37.268706100,138510.7324614268,2024-06
607,2024-06-30 12:59:48.257332580,North America,SMB,New Customer,Discovery,NA1,,26,2024-10-10 12:59:48.257332580,12865.272733319693,2024-10
608,2024-08-20 20:10:01.853439132,North America,Commercial,Renewal,Closed Lost,NA9,No Decision,40,2024-10-16 20:10:01.853439132,61041.6542479751,2024-10
609,2024-12-30 08:32:03.360883948,EMEA,Enterprise,Expansion,Discovery,EMEA8,,52,2024-12-31 00:00:00.000000000,168236.01759843243,2024-12
610,2024-07-24 20:41:46.492532676,EMEA,SMB,Renewal,Negotiation,EMEA5,,22,2024-10-05 20:41:46.492532676,12540.367618880678,2024-10
611,2024-12-15 05:39:04.715951848,North America,Strategic,Renewal,Proposal,NA2,,91,2024-12-31 00:00:00.000000000,298908.12544862094,2024-12
612,2024-12-24 14:38:18.437974984,EMEA,SMB,Renewal,Negotiation,EMEA1,,25,2024-12-31 00:00:00.000000000,8342.000807989723,2024-12
613,2024-09-04 23:55:12.891257280,EMEA,Commercial,Renewal,Closed Lost,EMEA7,Budget Constraints,47,2024-12-31 00:00:00.000000000,49879.06965212608,2024-12
614,2024-07-03 16:02:18.627474202,North America,Enterprise,Renewal,Discovery,NA2,,58,2024-08-28 16:02:18.627474202,127111.93209817246,2024-08
615,2024-09-12 07:58:42.638358716,APAC,Commercial,Renewal,Closed Lost,APAC1,Lost to Internal Solution,41,2024-11-09 07:58:42.638358716,48206.290267617405,2024-11
616,2024-05-17 01:55:02.815567678,APAC,SMB,Renewal,Closed Lost,APAC2,Lost to Internal Solution,24,2024-09-11 01:55:02.815567678,13274.318602477915,2024-09
617,2024-03-09 11:47:56.667094001,North America,Commercial,New Customer,Qualified,NA7,,43,2024-04-25 11:47:56.667094001,60795.53580862064,2024-04
618,2024-06-18 01:56:05.670219480,North America,Commercial,New Customer,Closed Lost,NA7,Lost to Internal Solution,46,2024-09-27 01:56:05.670219480,36349.56359448326,2024-09
619,2024-07-24 14:29:57.435699404,EMEA,Strategic,Renewal,Closed Won,EMEA10,,91,2024-08-24 14:29:57.435699404,351233.66363992577,2024-08
620,2024-02-05 07:28:40.970736491,EMEA,Commercial,New Customer,Discovery,EMEA6,,53,2024-06-05 07:28:40.970736491,57405.72136696629,2024-06
621,2024-12-28 15:49:47.786199860,North America,Strategic,New Customer,Qualified,NA5,,90,2024-12-31 00:00:00.000000000,292516.90995543025,2024-12
622,2024-11-23 13:39:11.371542812,North America,Strategic,New Customer,Closed Lost,NA3,Competitor,93,2024-12-31 00:00:00.000000000,315891.1272528368,2024-12
623,2024-01-26 20:54:23.100191942,North America,Commercial,Renewal,Discovery,NA3,,45,2024-02-04 20:54:23.100191942,52226.51001587963,2024-02
624,2024-01-12 02:28:56.504934931,EMEA,Strategic,New Customer,Negotiation,EMEA9,,86,2024-05-28 02:28:56.504934931,303306.5324214677,2024-05
625,2024-10-23 06:47:24.963057052,EMEA,Commercial,Expansion,Closed Lost,EMEA4,No Budget,46,2024-12-11 06:47:24.963057052,70834.56938476796,2024-12
626,2024-10-20 22:21:19.795301324,North America,Strategic,New Customer,Proposal,NA9,,85,2024-12-06 22:21:19.795301324,297341.8755108209,2024-12
627,2024-05-11 21:03:07.466271716,EMEA,SMB,Renewal,Closed Lost,EMEA4,Product Fit,24,2024-06-26 21:03:07.466271716,12961.615396258005,2024-06
628,2024-03-19 07:37:04.880420557,EMEA,Enterprise,Renewal,Qualified,EMEA2,,71,2024-08-20 07:37:04.880420557,141467.04524848,2024-08
629,2024-03-11 09:35:01.077418316,North America,Enterprise,New Customer,Negotiation,NA4,,55,2024-07-25 09:35:01.077418316,174077.59767268217,2024-07
630,2024-09-16 22:38:25.158205752,North America,Commercial,Renewal,Closed Won,NA6,,46,2024-10-21 22:38:25.158205752,63538.969083306365,2024-10
631,2024-11-01 00:29:45.355772964,EMEA,Enterprise,Renewal,Negotiation,EMEA6,,35,2024-12-31 00:00:00.000000000,181683.45700216125,2024-12
632,2024-06-14 08:16:17.915216972,APAC,Enterprise,Renewal,Closed Lost,APAC5,No Decision,58,2024-10-03 08:16:17.915216972,177020.153467681,2024-10
633,2024-01-10 22:12:02.042991265,EMEA,SMB,New Customer,Proposal,EMEA1,,24,2024-05-11 22:12:02.042991265,11902.4618756552,2024-05
634,2024-12-01 13:58:20.661792000,EMEA,SMB,New Customer,Negotiation,EMEA3,,25,2024-12-31 00:00:00.000000000,9839.764621432249,2024-12
635,2024-10-14 08:09:10.173719788,North America,Enterprise,Renewal,Closed Won,NA5,,57,2025-01-05 08:09:10.173719788,148686.20526632818,2025-01
636,2024-02-20 19:06:59.655307355,EMEA,Enterprise,Expansion,Qualified,EMEA6,,61,2024-06-29 19:06:59.655307355,182470.72003529657,2024-06
637,2024-06-15 23:18:34.033396640,EMEA,Strategic,Renewal,Discovery,EMEA1,,86,2024-11-07 23:18:34.033396640,293464.7790749105,2024-11
638,2024-10-27 05:23:34.536939212,North America,Strategic,New Customer,Proposal,NA9,,93,2024-12-31 00:00:00.000000000,287732.3143087739,2024-12
639,2024-04-18 00:03:39.550677420,North America,Strategic,New Customer,Closed Won,NA3,,72,2024-06-28 00:03:39.550677420,360744.245397838,2024-06
640,2024-07-20 08:22:27.513399304,North America,Enterprise,New Customer,Closed Lost,NA10,Lost to Internal Solution,61,2024-12-04 08:22:27.513399304,168507.07757462622,2024-12
641,2024-08-15 01:41:24.903012396,North America,Commercial,Expansion,Closed Lost,NA3,Lost to Internal Solution,40,2024-10-20 01:41:24.903012396,68466.86248095128,2024-10
642,2024-07-24 17:41:32.332454308,North America,SMB,Renewal,Closed Lost,NA2,Lost to Internal Solution,26,2024-08-23 17:41:32.332454308,14683.720532214182,2024-08
643,2024-01-30 14:21:30.575986182,North America,Strategic,New Customer,Proposal,NA8,,80,2024-02-06 14:21:30.575986182,326278.1748532857,2024-02
644,2024-10-08 02:56:45.086594108,North America,Enterprise,Renewal,Negotiation,NA3,,69,2024-12-31 00:00:00.000000000,165580.58217850895,2024-12
645,2024-07-31 19:27:54.285356116,North America,SMB,New Customer,Proposal,NA6,,24,2024-12-17 19:27:54.285356116,11600.53695673907,2024-12
646,2024-09-02 00:01:06.059772236,APAC,Commercial,New Customer,Closed Lost,APAC2,No Budget,35,2024-09-08 00:01:06.059772236,81440.40763025216,2024-09
647,2024-04-23 04:46:44.068282176,EMEA,Strategic,New Customer,Closed Won,EMEA7,,81,2024-05-26 04:46:44.068282176,311029.80422180105,2024-05
648,2024-02-11 15:01:15.026571589,EMEA,Enterprise,Renewal,Discovery,EMEA4,,68,2024-05-11 15:01:15.026571589,179410.79614417424,2024-05
649,2024-09-20 03:14:31.089528076,EMEA,Commercial,New Customer,Discovery,EMEA9,,48,2024-11-07 03:14:31.089528076,69030.92195465483,2024-11
650,2024-03-28 08:54:45.527588195,EMEA,Enterprise,Renewal,Closed Lost,EMEA10,,47,2024-09-13 08:54:45.527588195,181267.74444643545,2024-09
651,2024-12-21 20:51:24.704175140,North America,Commercial,Renewal,Closed Lost,NA9,Competitor,52,2024-12-31 00:00:00.000000000,74458.44841681074,2024-12
652,2024-12-09 09:54:11.932964660,EMEA,Commercial,New Customer,Qualified,EMEA7,,44,2024-12-31 00:00:00.000000000,54845.11981782949,2024-12
653,2024-08-26 11:43:37.239066840,EMEA,Commercial,Renewal,Proposal,EMEA8,,49,2024-10-16 11:43:37.239066840,68978.00252545427,2024-10
654,2024-06-27 04:27:41.134598080,EMEA,SMB,New Customer,Closed Lost,EMEA3,Competitor,22,2024-11-20 04:27:41.134598080,8013.478145393642,2024-11
655,2024-02-05 09:39:04.835311250,EMEA,Strategic,Renewal,Negotiation,EMEA5,,85,2024-02-14 09:39:04.835311250,358672.8865967499,2024-02
656,2024-09-05 22:15:41.139908628,North America,Commercial,Renewal,Discovery,NA2,,47,2024-12-03 22:15:41.139908628,74975.33467308932,2024-12
657,2024-12-14 11:09:23.373879772,North America,Strategic,New Customer,Discovery,NA10,,86,2024-12-31 00:00:00.000000000,317389.3505298789,2024-12
658,2024-02-20 03:12:05.131840017,North America,Strategic,Renewal,Discovery,NA7,,60,2024-05-01 03:12:05.131840017,335970.960918911,2024-05
659,2024-11-26 17:48:26.439142224,EMEA,Commercial,Renewal,Qualified,EMEA8,,44,2024-12-31 00:00:00.000000000,71880.8662594996,2024-12
660,2024-06-26 04:49:39.460661510,EMEA,Enterprise,New Customer,Closed Lost,EMEA9,No Budget,40,2024-08-29 04:49:39.460661510,149056.17680152072,2024-08
661,2024-03-22 22:05:52.696317503,North America,Enterprise,Renewal,Closed Lost,NA7,Poor Customer Support,49,2024-05-29 22:05:52.696317503,171386.8476109328,2024-05
662,2024-04-27 16:52:48.394648464,APAC,Strategic,New Customer,Closed Lost,APAC2,Lost to Internal Solution,75,2024-07-18 16:52:48.394648464,292356.2505689612,2024-07
663,2024-01-19 07:01:15.005141284,EMEA,Commercial,Renewal,Closed Lost,EMEA10,Lost to Internal Solution,50,2024-02-17 07:01:15.005141284,75178.88568480502,2024-02
664,2024-01-31 20:58:00.139981204,North America,Enterprise,New Customer,Qualified,NA8,,74,2024-04-10 20:58:00.139981204,195569.0155207291,2024-04
665,2024-11-25 07:33:40.657717792,North America,Enterprise,New Customer,Closed Won,NA9,,63,2025-02-16 07:33:40.657717792,167976.27709630388,2025-02
666,2024-04-18 15:59:45.319654274,North America,Commercial,New Customer,Proposal,NA6,,43,2024-07-01 15:59:45.319654274,54707.82267794148,2024-07
667,2024-09-03 09:26:44.571674368,North America,SMB,Renewal,Proposal,NA10,,25,2024-09-29 09:26:44.571674368,12127.608597912633,2024-09
668,2024-08-18 18:03:05.390926236,North America,Enterprise,New Customer,Closed Lost,NA2,Competitor,71,2024-12-06 18:03:05.390926236,152568.56662310334,2024-12
669,2024-11-02 19:23:59.682430680,North America,Enterprise,New Customer,Negotiation,NA2,,40,2024-11-28 19:23:59.682430680,170649.06059096285,2024-11
670,2024-01-25 06:03:48.491702064,North America,Commercial,New Customer,Discovery,NA4,,39,2024-07-01 06:03:48.491702064,46163.58962687684,2024-07
671,2024-07-22 15:58:37.202405702,North America,Enterprise,Renewal,Qualified,NA9,,70,2024-08-18 15:58:37.202405702,197458.27790447103,2024-08
672,2024-11-22 02:04:15.036356160,APAC,Commercial,New Customer,Negotiation,APAC2,,51,2024-12-06 02:04:15.036356160,75159.14275406126,2024-12
673,2024-01-19 13:00:02.008298550,North America,Enterprise,New Customer,Negotiation,NA8,,65,2024-05-22 13:00:02.008298550,198629.82470032,2024-05
674,2024-11-08 23:42:59.039839920,EMEA,SMB,Renewal,Closed Lost,EMEA7,Competitor,23,2024-12-09 23:42:59.039839920,9514.50040128479,2024-12
675,2024-11-29 02:16:09.353387948,EMEA,Strategic,Renewal,Qualified,EMEA9,,99,2024-12-28 02:16:09.353387948,319788.73054326745,2024-12
676,2024-04-01 05:17:57.705759437,APAC,Commercial,New Customer,Proposal,APAC3,,51,2024-07-29 05:17:57.705759437,67796.3878819005,2024-07
677,2024-12-10 19:56:43.365441848,North America,Commercial,Renewal,Closed Lost,NA1,,48,2024-12-15 19:56:43.365441848,70250.1071629455,2024-12
678,2024-01-31 00:31:50.742041923,North America,SMB,Expansion,Proposal,NA2,,20,2024-06-22 00:31:50.742041923,7902.837914880578,2024-06
679,2024-02-17 10:20:13.887640139,APAC,SMB,New Customer,Negotiation,APAC5,,25,2024-05-15 10:20:13.887640139,14351.224001026332,2024-05
680,2024-04-14 02:01:58.606391755,APAC,Enterprise,New Customer,Discovery,APAC2,,65,2024-09-12 02:01:58.606391755,143918.29478401778,2024-09
681,2024-06-12 04:50:06.003815868,EMEA,Commercial,Renewal,Closed Won,EMEA4,,42,2024-08-09 04:50:06.003815868,57947.141591514,2024-08
682,2024-04-18 23:35:50.004221974,North America,Strategic,Renewal,Negotiation,NA6,,91,2024-05-05 23:35:50.004221974,356437.1914397364,2024-05
683,2024-01-13 23:16:45.040477879,North America,SMB,Expansion,Proposal,NA4,,24,2024-03-06 23:16:45.040477879,15305.175862241866,2024-03
684,2024-07-05 00:14:32.626690240,EMEA,Commercial,Renewal,Proposal,EMEA9,,40,2024-08-13 00:14:32.626690240,77681.73586330407,2024-08
685,2024-06-14 13:08:58.015060378,APAC,Commercial,New Customer,Closed Lost,APAC4,Lost to Internal Solution,52,2024-07-03 13:08:58.015060378,45783.06171483865,2024-07
686,2024-05-22 13:13:53.357613564,EMEA,SMB,Renewal,Closed Lost,EMEA6,,25,2024-06-27 13:13:53.357613564,10451.774286058951,2024-06
687,2024-07-24 15:35:24.438490494,EMEA,SMB,Renewal,Qualified,EMEA6,,23,2024-10-04 15:35:24.438490494,11092.997393655,2024-10
688,2024-11-29 09:01:10.213172844,North America,Commercial,Renewal,Negotiation,NA10,,38,2024-12-31 00:00:00.000000000,58047.45895047076,2024-12
689,2024-04-30 09:37:36.475528994,EMEA,Enterprise,Renewal,Discovery,EMEA10,,51,2024-09-21 09:37:36.475528994,180417.5286201642,2024-09
690,2024-09-20 05:23:57.900657772,North America,Commercial,Expansion,Proposal,NA1,,40,2024-12-09 05:23:57.900657772,77030.06601298787,2024-12
691,2024-09-22 02:27:00.927504392,North America,Enterprise,Renewal,Closed Lost,NA8,Competitor,61,2024-12-29 02:27:00.927504392,151784.69667077513,2024-12
692,2024-01-31 20:15:32.033035415,EMEA,Enterprise,Renewal,Closed Lost,EMEA3,No Decision,64,2024-07-12 20:15:32.033035415,159278.6703364304,2024-07
693,2024-11-04 14:05:32.588550504,EMEA,SMB,Renewal,Proposal,EMEA6,,25,2024-12-31 00:00:00.000000000,16059.102675091824,2024-12
694,2024-11-07 20:19:09.325391588,North America,Enterprise,Renewal,Closed Lost,NA3,,52,2024-12-10 20:19:09.325391588,146023.80308898672,2024-12
695,2024-06-05 13:24:45.833071708,North America,Strategic,Renewal,Closed Lost,NA2,Lost to Internal Solution,99,2024-08-04 13:24:45.833071708,343171.31247676257,2024-08
696,2024-01-23 21:02:31.351800194,EMEA,Enterprise,New Customer,Discovery,EMEA5,,72,2024-04-26 21:02:31.351800194,172783.80543005755,2024-04
697,2024-03-16 13:00:47.946280780,North America,Enterprise,Renewal,Closed Lost,NA1,Pricing,57,2024-04-30 13:00:47.946280780,184701.84334466065,2024-04
698,2024-05-07 21:28:08.841070744,EMEA,Commercial,Renewal,Closed Lost,EMEA9,Competitor Switch,39,2024-09-15 21:28:08.841070744,49181.71862636273,2024-09
699,2024-08-27 07:14:27.851236372,North America,Strategic,Renewal,Qualified,NA7,,91,2024-09-04 07:14:27.851236372,342679.4071853466,2024-09
700,2024-02-09 03:12:22.675782598,EMEA,Strategic,Expansion,Closed Lost,EMEA3,No Budget,111,2024-06-24 03:12:22.675782598,308644.78826168226,2024-06
701,2024-11-26 18:30:49.805508224,EMEA,Enterprise,Renewal,Closed Lost,EMEA4,,49,2024-12-31 00:00:00.000000000,139510.02591360058,2024-12
702,2024-08-26 16:19:56.123358328,North America,Strategic,Renewal,Closed Lost,NA6,,84,2024-12-16 16:19:56.123358328,337000.9787802517,2024-12
703,2024-09-11 07:17:24.271442480,North America,SMB,New Customer,Proposal,NA3,,25,2024-12-31 00:00:00.000000000,6242.278191276007,2024-12
704,2024-09-08 00:49:57.838612224,North America,SMB,Renewal,Proposal,NA7,,25,2024-11-17 00:49:57.838612224,11079.995449704298,2024-11
705,2024-12-14 14:21:57.997015596,North America,Strategic,Renewal,Discovery,NA6,,70,2024-12-31 00:00:00.000000000,332278.45245088177,2024-12
706,2024-01-05 06:38:50.839031026,APAC,Strategic,Renewal,Closed Lost,APAC1,Poor Customer Support,103,2024-04-15 06:38:50.839031026,343944.50360934774,2024-04
707,2024-04-30 18:59:21.944121524,North America,SMB,New Customer,Proposal,NA5,,27,2024-10-03 18:59:21.944121524,15566.297990628878,2024-10
708,2024-04-14 21:10:40.010548510,EMEA,Commercial,Renewal,Proposal,EMEA4,,42,2024-07-02 21:10:40.010548510,83700.59844636868,2024-07
709,2024-11-05 02:41:17.694187828,North America,SMB,New Customer,Closed Lost,NA3,Competitor,29,2024-12-31 00:00:00.000000000,16179.370549297037,2024-12
710,2024-09-13 14:52:44.998161560,EMEA,Commercial,New Customer,Discovery,EMEA10,,51,2024-12-09 14:52:44.998161560,62553.9727133191,2024-12
711,2024-09-07 15:31:41.632870180,EMEA,Strategic,Renewal,Negotiation,EMEA1,,101,2024-12-08 15:31:41.632870180,353140.4444333221,2024-12
712,2024-02-19 01:25:36.966701728,EMEA,Enterprise,Renewal,Proposal,EMEA3,,71,2024-05-19 01:25:36.966701728,179402.8279402381,2024-05
713,2024-02-19 18:10:56.304065768,EMEA,Commercial,Renewal,Qualified,EMEA3,,50,2024-03-17 18:10:56.304065768,69145.40835283024,2024-03
714,2024-12-29 03:16:18.321246096,EMEA,Commercial,New Customer,Qualified,EMEA7,,44,2024-12-31 00:00:00.000000000,52008.71446414471,2024-12
715,2024-11-05 20:39:38.978885432,North America,SMB,Renewal,Negotiation,NA7,,24,2024-12-31 00:00:00.000000000,13655.18953999535,2024-12
716,2024-08-20 17:17:51.391782348,APAC,Commercial,Renewal,Closed Lost,APAC5,Pricing,40,2024-10-28 17:17:51.391782348,53690.05036963474,2024-10
717,2024-11-14 03:17:34.369223044,EMEA,Enterprise,Renewal,Discovery,EMEA1,,54,2024-12-31 00:00:00.000000000,170661.3981869565,2024-12
718,2024-10-19 00:55:00.772340152,APAC,Strategic,Expansion,Closed Lost,APAC3,Competitor,86,2024-12-31 00:00:00.000000000,336630.7224114866,2024-12
